No,ECAR PART,SUBPART,Subpart Section,Subpart Subsection,SUBPART HEADING,SUBPART SECTION HEADING,REGULATION  STATEMENT
32,91,A,91.3,J,General,Pilot in Command Responsibilities,"(j) Ensuring that he has adequate information regarding communication, navigation, search and rescue applicable to his intended area of operations; this information may be made available to the pilot by means of the operations manual."
33,91,A,91.3,K,General,Pilot in Command Responsibilities,"(k) Complying with and more restrictive measures which may be required by the State of registry.
(1) Flight will not be commenced if any flight crew member is incapacitated from performing duties by any cause such as injury, sickness, fatigue, the effects of alcohol or drugs; and
(2) Flight will not be continued beyond the nearest suitable aerodrome/ heliport when flight crew members' capacity to perform functions is significantly reduced by impairment of faculties from causes such as fatigue, sickness, lack of oxygen"
34,91,A,91.3,L,General,Pilot in Command Responsibilities,"(l) When observes that either another aircraft or a surface craft is in distress, if possible and unless considered unreasonable or unnecessary:
(1) keep the craft in distress in sight until compelled to leave the scene or advised by the rescue coordination centre that it is no longer necessary;
(2) Determine the position of the craft in distress;
(3) As appropriate, report to the rescue coordination centre or air traffic services unit as much of the following information as possible:
(i) Its position, expressed in geographical or grid coordinates or in distance and true bearing from a distinctive landmark or from a radio navigation aid;
(ii) Time of observation expressed in hours and minutes Coordinated Universal Time (UTC);
(iii) Number of persons observed;
(iv) Whether persons have been seen to abandon the craft in distress;
(v) On-scene weather conditions;
(vi) Apparent physical condition of survivors;
(vii) Apparent best ground access route to the distress site; and
(4) Act as instructed by the rescue coordination centre or the air traffic services unit."
35,91,A,91.3,M,General,Pilot in Command Responsibilities,"(m) When intercepting a distress transmission Whenever a distress transmission is intercepted by a pilot-in-command of an aircraft if feasible:
(1) Acknowledge the distress transmission;
(2) Record the position of the craft in distress if given;
(3) Take a bearing on the transmission;
(4) Inform the appropriate rescue coordination center or air traffic services unit of the distress transmission, giving all available information; and
(5) At the pilot‘s discretion, while awaiting instructions, proceed to the position given in the transmission."
36,91,A,91.3,N,General,Pilot in Command Responsibilities,(n) Complying with any more restrictive measures which may be required by the State of registry.
37,91,A,91.3,O,General,Pilot in Command Responsibilities,(o) Collecting sufficient information on climb performance with all engines operating to enable determination of the climb gradient that can be achieved during the departure phase for the existing take-off conditions and intended take-off technique.
38,91,A,91.3,P,General,Pilot in Command Responsibilities,(p) The pilot-in-command shall have responsibility for operational control.
39,91,A,91.3,Q,General,Pilot in Command Responsibilities,"(q) An operator shall ensure that no pilot-in-command operates to or from an aerodrome using operating minima lower than those which may be established for that aerodrome by the State in which it is located, except with the specific approval of that State."
40,91,A,91.3,R,General,Pilot in Command Responsibilities,"(r) The pilot-in-command shall continually ensure that:
(1) The amount of usable fuel remaining on board is not less than the fuel required to proceed to an aerodrome where a safe landing can be made with the planned final reserve fuel remaining upon landing.
(2) The pilot-in-command shall request delay information from ATC when unanticipated circumstances may result in landing at the destination aerodrome with less than the final reserve fuel plus any fuel required to proceed to an alternate aerodrome or the fuel required to operate to an isolated aerodrome.
(3) The pilot-in-command shall advise ATC of a minimum fuel state by declaring MINIMUM FUEL when, having committed to land at a specific aerodrome, the pilot calculates that any change to the existing clearance to that aerodrome, or other air traffic delays, may result in landing with less than the planned final reserve fuel.
(4) The pilot-in-command shall monitor the amount of usable fuel remaining on board to ensure it is not less than the fuel required to proceed to an aerodrome where a safe landing can be made with the planned final reserve fuel remaining.
(5) The pilot-in-command of the helicopter shall monitor the amount of usable fuel remaining on board to ensure it is not less than the fuel required to proceed to a landing site where a safe landing can be made with the planned final reserve fuel remaining"
41,91,A,91.3,S,General,Pilot in Command Responsibilities,"(s) The pilot-in-command shall declare a situation of fuel emergency by broadcasting MAYDAY MAYDAY MAYDAY FUEL, when the calculated usable fuel predicted to be available upon landing at the nearest aerodrome where a safe landing can be made is less than the planned final reserve fuel."
42,91,A,91.3,T,General,Pilot in Command Responsibilities,(t) Shall ensure that flight crew members demonstrate the ability to speak and understand the language used for aeronautical radiotelephony communications.
43,91,A,91.3,U,General,Pilot in Command Responsibilities,(u) Shall determine that aero plane performance will permit the take-off and departure to be carried out safely.
44,91,A,91.3,V,General,Pilot in Command Responsibilities,(v) Shall be responsible for the security of the aircraft during its operation.
45,91,A,91.3,W,General,Pilot in Command Responsibilities,"(w) pilots should consider using appropriate procedures to ensure that a rate of climb or descent of less than 8 m/s or 1 500 ft/min (depending on the instrumentation available) is achieved throughout the last 300 m (1 000 ft) of climb or descent to the assigned altitude or flight level, when made aware of another aircraft at or approaching an adjacent altitude or flight level."
46,91,A,91.3,X,General,Pilot in Command Responsibilities,"(x) The pilot-in-command of an aero plane operated in general aviation excluding turbojet engine and equipped with an airborne collision avoidance system (ACAS II) shall ensure that each flight crew member has been appropriately trained to competency in the use of ACAS II equipment and the avoidance of collision.
Note 1.— Procedures for the use of ACAS II equipment are specified in the Procedures for Air Navigation Services — Aircraft Operations (PANS-OPS, Doc 8168), Volume I — Flight Procedures. ACAS II Training Guidelines for Pilots are provided in PANS-OPS, Volume I, Attachment to Part III, Section 3, Chapter 3.
Note 2.— Appropriate training, to the satisfaction of the ECAA, to competency in the use of ACAS II equipment and the avoidance of collisions may be evidenced, for example, by:
1- possession of a type rating for an aero plane equipped with ACAS II, where the operation and use of ACAS II are included in the training syllabus for the type rating; or
2- possession of a document issued by a training organization or person approved by the State to conduct training for pilots in the use of ACAS II, indicating that the holder has been trained in accordance with the guidelines referred to in Note 1; or
3- a comprehensive pre-flight briefing by a pilot who has been trained in the use of ACAS II in accordance with the guidelines referred to in Note 1."
47,91,A,91.3,Y,General,Pilot in Command Responsibilities,(y) The pilot-in-command shall not conduct operations for which a specific approval is required unless such approval has been issued by the ECAA. Specific approvals shall follow the layout and contain at least the information listed in different related regulations.
48,91,A,91.3,Z,General,Pilot in Command Responsibilities,"(z)The pilot-in-command shall establish aerodrome operating minima in accordance with criteria specified by the ECAA, for each aerodrome to be used in operations. such minima shall not be lower than any that may be established for such aerodromes by the state of the aerodrome , except when specifically approved by the state
Note.— This Standard does not require the State of the Aerodrome to establish aerodrome operating minima.
(aa) The pilot-in-command shall ensure that, during take-off and landing and whenever considered necessary by reason of turbulence or any emergency occurring during flight, all passengers on board an aero plane shall be secured in their seats by means of the seat belts or harnesses provided.
(ab) the pilot-in-command shall report the runway braking action special air-report (AIREP) when the runway braking action encountered is not as good as reported.
Note : The procedures for making special air-reports regarding runway braking action are contained in the Procedures for Air Navigation Services — Air Traffic Management (PANS-ATM, Doc 4444), Chapter 4, and Appendix 1, Instructions for air-reporting by voice communication
(ac)Meteorological and operational observations by pilots:
(1) When meteorological conditions likely to affect the safety of other aircraft are encountered, they should be reported as soon as possible.
Note : The procedures for making meteorological observations on board aircraft in flight and for recording and reporting them are contained in Annex 3, the PANS-ATM (Doc 4444) and the appropriate Regional Supplementary Procedures (Doc 7030).
(2) The pilot-in-command should report runway braking action when the runway braking action encountered is not as good as reported.
Note.— The procedures for making special air-reports regarding runway braking action are contained in the PANS-ATM (Doc 4444), Chapter 4, and Appendix 1.
(ad) Recommendation.— The pilot-in-command, in making a decision on the adequacy of facilities
and services available at an aerodrome of intended operation, should assess the level of safety risk associated with the aircraft type and nature of the operation, in relation to the availability of rescue and fire-fighting services (RFFS)."
49,91,A,91.4,A,General,Pilot in command Emergency Authority,"(a) In an emergency situation that requires immediate decision and action, the pilot in command may take any action that he considers necessary under the circumstances. In such a case he may deviate from prescribed operations procedures and methods and weather minimums of this Part, to the extent required in the interest of safety"
50,91,A,91.4,B,General,Pilot in command Emergency Authority,"(b) Whenever a pilot in command uses their emergency authority, they shall keep the appropriate ATS facility informed of the progress of the flight. The pilot in command that declared the emergency shall send a written report of any deviation through the certificate holder‘s operations manager to the ECAA and to the State of registry. The pilot in command shall send the report within ten days of using the emergency authority."
51,91,A,91.4,C,General,Pilot in command Emergency Authority,(c) The pilot-in-command of an aircraft shall have final authority as to the disposition of the aircraft while in command.
52,91,A,91.5,-,General,Operations requiring more than one cockpit crewmember,"The number and composition of the cockpit crew will not be less than that specified in the aircraft flight manual or other documents associated with the certificate of airworthiness. For any operations conducted under this Part, the cockpit crew must meet the requirements of ECAR Part 61."
53,91,A,91.6,-,General,Composition of the flight crew,The number and composition of the flight crew shall not be less than that specified in the flight manual or other documents associated with the certificate of airworthiness.
54,91,A,91.7,A,General,Civil aircraft airworthiness,"(a) No person may operate a civil aircraft unless the aircraft is airworthy, duly registered and that appropriate certificates with respect thereto are aboard the aircraft."
55,91,A,91.7,B,General,Civil aircraft airworthiness,"(b) The pilot in command of a civil aircraft is responsible for determining whether the aircraft is in condition for safe flight. The pilot in command shall discontinue the flight when any un-airworthy mechanical, electrical, or structural conditions occur"
56,91,A,91.7,C,General,Civil aircraft airworthiness,"(c) A flight shall not be commenced until the pilot-in-command is satisfied that:
(1) The aircraft is airworthy, duly registered and that appropriate certificates with respect thereto are on board the aircraft
(2) The instruments and equipment installed in the aircraft are appropriate, taking into account the expected flight conditions;
(3) Any necessary maintenance has been performed in accordance with subpart E of this part
(4) The mass of the aero plane and centre of gravity location are such that the flight can be conducted safely, taking into account the flight conditions expected;
(5) Any load carried is properly distributed and safely secured; and
(6) The aircraft operating limitations, contained in the flight manual, or its equivalent, will not be exceeded.
(7) State of Registry shall take such precautions as are reasonably possible to ensure that the general level of safety contemplated by these provisions is maintained under all expected operating conditions, including those not covered specifically by the provisions of this chapter."
57,91,A,91.7,A,General,"Civil aircraft flight manual, marking, and placard requirements","(a) Except as provided in paragraph (d) of this section, no person may operate a civil aircraft without complying with the operating limitations (including mass, center of gravity and noise) specified in the approved airplane or rotorcraft flight manual, markings, placards, or as otherwise prescribed by the certification authority of the country of registry."
58,91,A,91.7,B,General,"Civil aircraft flight manual, marking, and placard requirements","(b) No person may operate an Egyptian registered civil aircraft:
(1) For which an airplane or rotorcraft flight manual is required by Part 21 unless there is available in the aircraft a current, approved airplane or rotorcraft flight manual or the manual provided for in Part 121.141(b); and
(2) For which an airplane or rotorcraft flight manual is not required by Part 21, unless there is available in the aircraft a current, approved airplane or rotorcraft flight manual, approved manual material, markings, and placards, or any combination thereof"
59,91,A,91.7,C,General,"Civil aircraft flight manual, marking, and placard requirements",(c) No person may operate an Egyptian registered civil aircraft until that aircraft is identified in accordance with Part 45.
60,91,A,91.7,D,General,"Civil aircraft flight manual, marking, and placard requirements",(d) Any persons taking off or landing a helicopter at a heliport constructed over water may make such momentary flight as is necessary for takeoff or landing through the prohibited range of the limiting height-speed envelope established for the helicopter if that flight through the prohibited range takes place over water on which a safe ditching can be accomplished and if the helicopter is amphibious or is equipped with floats or other emergency flotation gear adequate to accomplish a safe emergency ditching on open water
61,91,A,91.7,E,General,"Civil aircraft flight manual, marking, and placard requirements",(e) All aircraft shall carry a document that attests to the noise certification of the aircraft.
62,91,A,91.7,F,General,"Civil aircraft flight manual, marking, and placard requirements",(f) All helicopters on flights over water in a hostile environment shall be certificated for ditching. Sea state shall be an integral part of ditching information.
63,91,A,91.7,G,General,"Civil aircraft flight manual, marking, and placard requirements","(g) Where helicopters are operating to or from heliports in a congested hostile environment, the competent authority of the State in which the heliport is situated shall take such precautions as are necessary to control the risk associated with a power unit failure."
64,91,A,91.11,-,General,Reporting of hazardous conditions,"When hazardous conditions caused by either weather or caused by reasons other than weather are encountered which could affect the safety of other aircraft, these conditions must be reported in detail as soon as possible to the appropriate authority."
65,91,A,91.11,,General,Prohibition against interference with crewmembers,"No person may assault, threaten, intimidate, or interfere with a crewmember in the performance of the crewmember‘s duties aboard an aircraft."
66,91,A,91.12,-,General,Refueling with passengers on board,Anyone who conducts refueling operations with passengers on board the aircraft must have trained personnel ready to initiate an evacuation of the aircraft in the event of an emergency and these personnel must be in two way communication with the ground crew that is supervising the refueling.
67,91,A,91.13,A,General,Careless or reckless operation,(a) Aircraft operations for the purpose of air navigation. No person may operate an aircraft in a careless or reckless manner so as to endanger the life or property of another.
68,91,A,91.13,B,General,Careless or reckless operation,"(b) Aircraft operations other than for the purpose of air navigation. No person may operate an aircraft, other than for the purpose of air navigation, on any part of the surface of an airport used by aircraft for air commerce (including areas used by those aircraft for receiving or discharging persons or cargo), in a careless or a reckless manner so as to endanger the life or property of another"
69,91,A,91.13,-,General,Dropping objects,"No pilot in command of a civil aircraft may allow any object to be dropped from that aircraft in flight that creates a hazard to persons or property. However, this section does not prohibit the dropping of any object if reasonable precautions are taken to avoid injury or damage to persons or property."
70,91,A,91.17,A,General,"Alcohol , drugs or Psychoactive Substances","(a) No person may act or attempt to act as a crewmember of a civil aircraft:
(1) Within 8 hours after the consumption of any alcoholic beverage;
(2) While under the influence of alcohol;
(3) While using any drug or Psychoactive Substances that affects the person faculties in any way contrary to safety; or
(4) While having 0.04 percent by weight or more of alcohol in the blood"
71,91,A,91.17,B,General,"Alcohol , drugs or Psychoactive Substances","(b) Except in an emergency, no pilot of a civil aircraft may allow a person who appears to be intoxicated or who demonstrates by manner or physical indications that the individual is under the influence of drugs or Psychoactive Substances (except a medical patient under proper care) to be carried in that aircraft."
72,91,A,91.17,C,General,"Alcohol , drugs or Psychoactive Substances","(c) A crewmember shall do the following:
(1) On request of a law enforcement officer, submit to a test to indicate the percentage by weight of alcohol in the blood; when:
(i) The law enforcement officer is authorized under State or local law to conduct the test or to have the test conducted; and
(ii) The law enforcement officer is requesting submission to the test to investigate a suspected violation of State or local law governing the same or substantially similar conduct prohibited by paragraph (a)(1), (a)(2), or (a)(4) of this section.
(2) Whenever the ECAA has a reasonable basis to believe that a person may have violated paragraph (a)(1), (a)(2), or (a)(4) of this section, that person shall, upon request by the ECAA, furnish to the ECAA or authorize any clinic, hospital, doctor, or other person to release to the ECAA, the results of each test taken within 4 hours after acting or attempting to act as a crewmember that indicates percentage by weight of alcohol in the blood."
73,91,A,91.17,D,General,"Alcohol , drugs or Psychoactive Substances","(d) Whenever the ECAA has a reasonable basis to believe that a person may have violated paragraph (a)(3) of this section, that person shall, upon request by the ECAA, furnish to the ECAA, or authorize any clinic, hospital, doctor, or other person to release to the ECAA, the results of each test taken within 4 hours after acting or attempting to act as a crewmember that indicates presence of any drugs or Psychoactive Substances in the body."
74,91,A,91.17,E,General,"Alcohol , drugs or Psychoactive Substances",(e) Any test information obtained by the ECAA under paragraph (c) or (d) of this section may be evaluated in determining a person‘s qualifications for any airman certificate or possible violations of this Part and may be used as evidence in any legal proceeding
75,91,A,91.17,F,General,"Alcohol , drugs or Psychoactive Substances","(f) No person whose function is critical to the safety of aviation (safety-sensitive personnel) shall undertake that function while under the influence of any psychoactive substance, by reason of which human performance is impaired. No such person shall engage in any kind of problematic use of substances."
76,91,A,91.18,A,General,Psychoactive Substances,"(a) No person may act or attempt to act as a crew member of a civil aircraft while under the influence of any psychoactive substance, by reason of which human performance is impaired. No such person will engage in any kind of problematic use of psychoactive substances."
77,91,A,91.18,B,General,Psychoactive Substances,"(b) Except in an emergency, no pilot of a civil aircraft may allow a person who appears to be or who demonstrates by manner or physical indications that the individual is under the influence of psychoactive substances (except a medical patient under proper care) to be carried in that aircraft."
78,91,A,91.18,C,General,Psychoactive Substances,"(c) A crew member must do the following:
(1) On request of The ECAA, submit to a test to indicate the presence of any psychoactive substances in the body, when—
(i) The ECAA conduct the test or to have the test conducted.
(ii) The ECAA is requesting submission to the test to investigate a suspected violation of the law governing the same or substantially similar conduct prohibited by paragraph (a) of this section.
(2) Whenever the ECAA has a reasonable basis to believe that a person may have violated paragraph (a) of this section, on request of the ECAA, that person must furnish to the ECAA the results, or authorize any clinic, hospital, or doctor, or other person to release to the ECAA, the results of each test taken within 4 hours after acting or attempting to act as a crew member that indicate the presence of any psychoactive substances in the body"
79,91,A,91.18,D,General,Psychoactive Substances,"(d) Any test information obtained by the ECAA under paragraph (c) of this section may be evaluated in determining a person‘s qualifications for any airman certificate or possible violations, and may be used as evidence in any legal proceeding under the Civil Aviation Law"
80,91,A,91.19,A,General,"Carriage, Selling and Offering of narcotic drugs, marijuana, depressant or stimulant drugs or Psychoactive Substances or any dangerous goods","(a) Except as provided in paragraph (b) of this section, no person may operate a civil aircraft within the Arab Republic of Egypt with knowledge that Psychoactive Substances, narcotic drugs, and depressant or stimulant drugs or similar substance, marijuana, or any dangerous goods are carried in the aircraft."
81,91,A,91.19,B,General,"Carriage, Selling and Offering of narcotic drugs, marijuana, depressant or stimulant drugs or Psychoactive Substances or any dangerous goods","(b) Paragraph (a) of this section does not apply to any carriage of narcotic drugs, and depressant or stimulant drugs or similar substance, marijuana, or any dangerous goods, authorized by the ECAA or other Governmental agency and the States in which the aircraft is operated.
Note: Provisions for carriage of dangerous goods are contained in Part 175."
82,91,A,91.19,C,General,"Carriage, Selling and Offering of narcotic drugs, marijuana, depressant or stimulant drugs or Psychoactive Substances or any dangerous goods","(c) No owner or operator of an aircraft registered in the Arab Republic of Egypt may offer or sell of narcotic drugs, marijuana, depressant or stimulant drugs or Psychoactive Substances"
83,91,A,91.20,D,General,"Offenses involving Alcohol , drugs or Psychoactive Substances","(d) General. This section applies to an employee who performs function for a part 61 and a Part 121 certificate holder, not operated by the Egyptian military"
84,91,A,91.20,E,General,"Offenses involving Alcohol , drugs or Psychoactive Substances","(e) A conviction for the violation of any Egyptian Law, Rule or Regulation relating to the growing, processing, manufacture, sale, disposition, possession, transportation, or importation of narcotic drugs, marihuana, or depressant or stimulant drugs or Psychoactive Substances is grounds for:
(1) Suspension of an application for a certificate or rating issued under this Part for a period of 6 months after the date of that act if the commission of an act was for the first time; or
(2) Suspension of an application for any certificate or rating issued under this Part for a period of 1 year after the date of that act if the commission of an act was for the second time; or                                                              (3) Revocation of any certificate or rating issued under this Part after the date of that act if the commission of an act was for the third time"
85,91,A,91.20,F,General,"Offenses involving Alcohol , drugs or Psychoactive Substances","(f) The commission of an act prohibited by Part 91.17or 91.18 or 91.19 is grounds for:
(1) Suspension of an application for a certificate or rating issued under this Part for a period of 6 months after the date of that act if the commission of an act was for the first time; or
(2) Suspension of an application for any certificate or rating issued under this Part for a period of 1 year after the date of that act if the commission of an act was for the second time; or
(3)` Revocation of any certificate or rating issued under this Part after the date of that act if the commission of an act was for the third time"
86,91,A,91.20 bis,A,General,Refusal to submit to a drug or alcohol test,"(a) General. This section applies to an employee who performs function for a part 61 and a Part 121 certificate holder, not operated by the Egyptian military."
87,91,A,91.20 bis,B,General,Refusal to submit to a drug or alcohol test,"(b) Refusal by the holder of a certificate issued under this Part to take a drug test or an alcohol test or Psychoactive Substances test is grounds for:
(1) Suspension of an application for any license or rating issued under this for a period of 6 months after the date of that act if the commission of an act was for the first time; or
(2) Suspension of an application for any license or rating issued under this a period of 1 year after the date of that act if the commission of an act was for the second time; or
(3) Revocation of any certificate or rating issued under this Part after the date of that act if the commission of an act was for the third time"
88,91,A,91.21,A,General,Portable Electronic Devices,"(a) Except as provided in paragraph (b) of this section, no person may operate, nor may any operator or pilot in command of an aircraft allow the operation of any portable electronic device on any of the following Egyptian registered civil aircraft:
(1) Aircraft operated by a holder of an aircraft operating certificate; or
(2) Any other aircraft while it is operated under IFR."
89,91,A,91.21,B,General,Portable Electronic Devices,"(b) Paragraph (a) of this section does not apply to:
(1) Portable voice recorders;
(2) Hearing aids;
(3) Heart pacemakers;
(4) Electric shavers; or
(5) Any other portable electronic device that the operator of the aircraft has determined will not cause interference with the navigation or communication system of the aircraft on which it is to be used accordance with EAC 121_15"
90,91,A,91.21,C,General,Portable Electronic Devices,"(c) In the case of an aircraft operated by a holder of an aircraft operating certificate, the determination required by paragraph (b)(5) of this section shall be made by that operator of the aircraft on which the particular device is to be used. In the case of other aircraft, the determination may be made by the pilot in command or the other operator of the aircraft."
91,91,A,91.23,A,General,Truth-In-Leasing clause requirement in leases and conditional sales contracts,"(a) Except as provided in paragraph (b) of this section, the parties to a lease or contract of conditional sale involving an Egyptian registered large civil aircraft, shall execute a written lease or contract and include therein a written truth-in-leasing clause as a concluding paragraph in large print, immediately preceding the space for the signature of the parties, which contains the following with respect to each such aircraft:
(1) Identification of the Part under which the aircraft has been maintained and inspected during the 12 months preceding the execution of the lease or contract of conditional sale, and certification by the parties thereto regarding the aircraft‘s status of compliance with applicable maintenance and inspection requirements in this Part for the operation to be conducted under the lease or contract of conditional sale.
(2) The name and address (printed or typed) and the signature of the person responsible for operational control of the aircraft under the lease or contract of conditional sale, and certification that each person understands that person‘s responsibilities for compliance with applicable ECARs."
92,91,A,91.23,b,General,Truth-In-Leasing clause requirement in leases and conditional sales contracts,"(b) The requirements of paragraph (a) of this section do not apply:
(1) To a lease or contract of conditional sale when:
(i) The party to whom the aircraft is furnished is a foreign air carrier or certificate holder under Parts 121, or 141; or
(ii) The party furnishing the aircraft is a foreign air carrier.
(2) To a contract of conditional sale, when the aircraft involved has not been registered anywhere prior to the execution of the contract, except as a new aircraft under a dealer‘s aircraft registration certificate."
