No,GACAR PART,SUBPART,Subpart Section,Subpart Subsection,SUBPART HEADING,SUBPART SECTION HEADING,REGULATION  STATEMENT
74,157,C,157.23,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",MRV Applicability,"(1) The airplane operator must monitor and record its fuel use in accordance with an eligible
monitoring method, which must be approved by the President. Any revision made to the approved monitoring method during any three-year compliance period requires a prior approval from the President."
75,157,C,157.23,C,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",MRV Applicability,(c) Calculation of CO2 emissions from airplane fuel use
76,157,C,157.23,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",MRV Applicability,(1) The airplane operator must determine the CO2 emissions using an eligible Fuel Use Monitoring Method. The airplane operator must apply a fuel density value to calculate fuel mass where the amount of fuel uplift is determined in units of volume. The airplane operator must record the fuel density that is used for operational and safety reasons. The procedure for informing the use of actual or standard density must be detailed in the Emissions Monitoring Plan along with a reference to the relevant airplane operator documentation.
77,157,C,157.23,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",MRV Applicability,"(2) The airplane operator using a Fuel Use Monitoring Method, must determine the CO2 emissions from international flights, using the following equation:
CO2 = ΣMf * FCFf w Where:
CO2 = CO2 emissions (in tons)
Mf = Mass of fuel f used (in tons); and
FCFf = Fuel conversion factor of given fuel f "
78,157,C,157.23,D,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",MRV Applicability,(d) Monitoring CORSIA eligible fuels claims
79,157,C,157.23,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",MRV Applicability,(1) The airplane operator that intends to claim emissions reductions from the use of CORSIA eligible fuels must use a fuel that meets the CORSIA Sustainability Criteria as defined within the document “CORSIA Sustainability Criteria for CORSIA Eligible Fuels”.
80,157,C,157.23,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",MRV Applicability,(2) The airplane operator that intends to claim emissions reductions from the use of CORSIA eligible fuel must only use fuel from fuel producers that are certified by an approved Sustainability Certification Scheme included in the document “CORSIA Approved Sustainability Certification Schemes”. Such certification schemes meet the requirements included in the document “CORSIA Eligibility Framework and Requirements for Sustainability Certification Schemes”.The operator must maintain relevant records and the CORSIA approved sustainability certificate for inspection.
81,157,C,157.23,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",MRV Applicability,"(3) If the airplane operator cannot demonstrate the compliance of the CORSIA eligible fuel with the CORSIA Sustainability Criteria, then it must not be accounted for as CORSIA eligible fuel."
82,157,C,157.23,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",MRV Applicability,(4) The emissions reductions from the use of a CORSIA eligible fuel are calculated as indicated in Subpart D §157.35 in the context of the calculation of the CO2 offsetting requirements in Subpart D. These calculations use the approved life cycle emissions value (LSf) for the CORSIA eligible fuel.
83,157,C,157.25,A,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(a) Airplane operator CO2 emissions reporting
84,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,"(1) The airplane operator must submit to the President a copy of the verified Emissions Report and asswociated Verification Report, in the format prescribed by the President, for approval by the President."
85,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(2) The President requires airplane operators to report by State pair for its international flights and CO2 emissions.
86,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(3) The Emissions Report must contain all the information as prescribed by the President.
87,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(4) The airplane operator must use the standardized Emissions Report format provided by the President.
88,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,"(5) When the airplane operator reports its consolidated CO2 emissions from international flights, including subsidiary airplane operators, disaggregated data relating to each subsidiary airplane operator must be appended to the main Emissions Report."
89,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,"(6) In specific circumstances, where the airplane operator operates a very limited number of State pairs that are subject to offsetting requirements, and/or a very limited number of State pairs that are not subject to offsetting requirements, it may request in writing to the President that such data not be published at the airplane operator level, explaining the reasons why disclosure would harm its commercial interests. Based on this request, the President will determine whether this data is confidential. In the application of 157.25(a)(6) and/or 157.25(a)(7), the annual CO2 emissions of an airplane operator on a given State pair are considered as commercially sensitive if they are determined using a Fuel Use Monitoring Method."
90,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,"(7) In specific circumstances where aggregated State pair data may be attributed to an identified airplane operator as a result of a very limited number of airplane operators conducting flights on a State pair, that airplane operator may request in writing to President that such data not be published at State pair level, explaining the reasons why disclosure would harm their commercial interests."
91,157,C,157.25,B,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(b) GACA CO2 emissions reporting
92,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(1) GACA will calculate and inform each of the airplane operators of their average total annual CO2 emissions during the 2019 and 2020 period.
93,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(2) GACA will report the computed total annual CO2 emissions to ICAO.
94,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(3) GACA will inform ICAO of any reported data deemed confidential in accordance with 157.25(a)6 and 7.
95,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,"(4) All airplane operator data which is deemed confidential will be aggregated without attribution to the specific airplane operator, and included within the document “CORSIA Central Registry (CCR): Information and Data for Transparency”."
96,157,C,157.25,C,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(c) Reporting CORSIA eligible fuels
97,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(1) The airplane operator may subtract CORSIA eligible fuels traded or sold to a third party from its total reported quantity of CORSIA eligible fuels.
98,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,"(2) The airplane operator must provide a declaration of all other greenhouse gas (GHG) trading schemes it participates in where the emissions reductions from the use of CORSIA eligible fuels may be claimed, and a declaration that it has not made claims for the same batches of CORSIA eligible fuel under these other schemes."
99,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,"(3) To claim emissions reductions from the use of CORSIA eligible fuels in the Emissions Report, the airplane operator must provide the information as prescribed by the President within a given compliance period for all CORSIA eligible fuel received by a blender by the end of that compliance period. The information provided is through to the blend point, and includes information received from both the neat (unblended) fuel producer and the fuel blender."
100,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,"(4) The airplane operator must make CORSIA eligible fuel claims on an annual basis to ensure all documentation is dealt with in a timely manner. However, the airplane operator has the option to decide when to make a CORSIA eligible fuel claim within a given compliance period for all CORSIA eligible fuel received by a blender within that compliance period."
101,157,C,157.25,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Reporting CO2 emissions,(5) If the airplane operator purchases fuel from a supplier downstream from the fuel blender this fuel supplier must provide all of the requisite documentation for the emissions reductions from the use of CORSIA eligible fuels to be claimed by the airplane operator in accordance with Subpart D §157.35.
102,157,C,157.27,A,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,(a) Annual verification of an airplane operator’s Emissions Report
103,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,(1) The airplane operator must contract with a verification body accredited by a Member State according to ISO 14065:2013 for the verification of its annual Emissions Report from the list of verification bodies included within the document “CORSIA Central Registry (CCR): Information and Data for Transparency”.
104,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,"(2) Following the verification of the Emissions Report by the verification body, the airplane operator and the verification body must both independently submit, upon authorization by the airplane operator, a copy of the Emissions Report and associated Verification Report to the President."
105,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,(3) GACA will perform an order of magnitude check of the Emissions Report.
106,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,"(4) To facilitate order of magnitude checks and ensure the completeness of reported data, and where necessary to support the implementation of the requirements in this GACAR, the President may share, upon agreement with another State, specific data and information contained in the airplane operator's Emissions Report for airplane operators performing flights to and from the requesting State. Such data and information could include the following:                                                                                                                              1. airplane operator's name,
2. reporting year,
3. number of international flights, and
4. airplane and emissions data."
107,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,"(5) GACA will inform concerned airplane operators on the requests for data sharing. In the absence of an agreement between the two States, this information will not be disclosed to third parties."
108,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,"(6) The President may share, upon a justified request from another State, data on airplane operators that are attributed to it, where the request relates to the correct attribution of flights to airplane operators. This includes leased airplanes where there is a risk of incorrect attribution of flights due to the complexity of leasing and Parent/Subsidiary arrangements between airplane operators."
109,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,(7) GACA will provide the name of the verification body used to verify each Emissions Report upon a request for information disclosure.
110,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,(8) GACA will inform concerned airplane operators of any request for information disclosure.
111,157,C,157.27,B,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,(b) Verification of records of CORSIA eligible fuels
112,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,"(1) The records of fuel purchases, transaction reports, fuel blending records and sustainability credentials must constitute the documentary proof for the purpose of verification and approval of emissions reductions from the use of CORSIA eligible fuels."
113,157,C,157.27,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Verifying CO2 emissions,"(2) The airplane operator must ensure that it, or its designated representative, has audit rights of the production records for the CORSIA eligible fuels that it purchases. When an audit provision is triggered, and an audit of the fuel producer is undertaken, the airplane operator must share the results of the audit with the fuel producer so that the producer may then make it available to other airplane operators seeking assurance on the fuel producer’s internal processes."
114,157,C,157.29,A,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,"(a) Airplane operators must maintain all relevant records complete in all respect to calculate accurate fuel usage and to prepare emission report, otherwise, the data gap results in incomplete or inaccurate emission report causing unsatisfactory emission report. The airplane operator must describe procedures for data collection in the Operation Manual."
115,157,C,157.29,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,"(1) The airplane operator using a Fuel Use Monitoring Method, must fill data gaps using the ICAO CORSIA CO2 Estimation and Reporting Tool (CERT) provided that the data gaps during a compliance period do not exceed the following thresholds:"
116,157,C,157.29,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,(i) Baseline 2019-2020 period: 5 per cent of international flights
117,157,C,157.29,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,"(ii) 2021-2035 period: 5 per cent of international flights subject to offsetting requirements per
compliance period."
118,157,C,157.29,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,(2) The airplane operator must fill all data gaps and correct systematic errors and misstatements prior to the submission of the Emissions Report. The operator must develop procedures to obtain accurate reading of fuel quantity indicators onboard and fuel suppliers are to be checked or calibrated as per the procedures set in the Operation manual. This procedure ensures correction of gauge-related systematic errors.
119,157,C,157.29,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,"(3) If the airplane operator identifies it has data gaps and system weaknesses that exceed the threshold, then it must inform the President in writing indicating the type of errors detected and remedial actions to prevent such data gap."
120,157,C,157.29,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,"(4) The airplane operator must correct issues identified with the data and information management system within 2 months to mitigate ongoing data gaps and system weaknesses, and report the change to the President."
121,157,C,157.29,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,"(5) When the threshold is exceeded, the airplane operator must state the percentage of international flights that had data gaps and provide an explanation to the President in their annual Emissions Report."
122,157,C,157.29,B,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,(b) GACA
123,157,C,157.29,-,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Data Gaps,"(1) If the airplane operator does not provide its annual Emissions Report in accordance with the timeline as defined in Appendix A, then GACA will engage with the airplane operator to obtain the necessary information. If this proves unsuccessful, then GACA will estimate the airplane operator’s annual emissions using the best available information and tools, such as the ICAO CORSIA CO2 Estimation and Reporting Tool (CERT)."
124,157,C,157.31,A,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Error correction to Emissions Reports,"(a) If an error in the airplane operator’s reported CO 2 emissions is identified by the President, the verification body, or the airplane operator after the reported CO2emissions have been submitted to the President, the airplane operator must update the reported CO2emissions to address the error. GACA will assess any implications with respect to the airplane operator’s offsetting requirements in previous years and, if necessary, make an adjustment to compensate for the error during the compliance period in which the error has been identified"
125,157,C,157.31,B,"Monitoring, Reporting and verification (MRV) of airplane operator annual CO2 Emissions",Error correction to Emissions Reports,"(b) GACA will report an error in the airplane operator’s CO 2 emissions and the follow-up result of the related
adjustment to ICAO."
126,157,D,157.33,A,CO2 Offsetting Requirements From International flights and Emissions Reductions From the Use of CORSIA Eligible Fuels,CO2 offsetting applicability,"(a) CO2 offsetting is applicable to an airplane operator with international flights between States from 1 January 2021 to 31 December 2035, as defined in the document “CORSIA States for Chapter 3 State Pairs”."
