No,GACAR PART,SUBPART,Subpart Section,Subpart Subsection,SUBPART HEADING,SUBPART SECTION HEADING,REGULATION  STATEMENT
39,43,A,43.5,-,General,"Persons Authorized To Perform Maintenance, Preventive Maintenance, Rebuilding, and
Alterations",(3) The holder of operating certificates must make available written procedures consistent with manufacturer's instructions to the pilot that describe how to:
40,43,A,43.5,-,General,"Persons Authorized To Perform Maintenance, Preventive Maintenance, Rebuilding, and
Alterations",(i) Perform the database update; and
41,43,A,43.5,-,General,"Persons Authorized To Perform Maintenance, Preventive Maintenance, Rebuilding, and
Alterations",(ii) Determine the status of the data upload.
42,43,A,43.7,-,General,"Approval for Return to Service After Maintenance, Preventive Maintenance, Rebuilding,
or Alteration.","No person may approve for return to service any aircraft, airframe, aircraft engine, propeller, or
appliance that has undergone maintenance, preventive maintenance, rebuilding, or alteration
unless—"
43,43,A,43.7,A,General,"Approval for Return to Service After Maintenance, Preventive Maintenance, Rebuilding,
or Alteration.","(a) The maintenance record entry required by GACAR § 43.11 or 43.15, as appropriate, has been made;"
44,43,A,43.7,B,General,"Approval for Return to Service After Maintenance, Preventive Maintenance, Rebuilding,
or Alteration.","(b) The repair or alteration form authorized by, or furnished by the President has been executed in a manner prescribed by the President; and"
45,43,A,43.7,C,General,"Approval for Return to Service After Maintenance, Preventive Maintenance, Rebuilding,
or Alteration.","(c) If a repair or an alteration results in any change in the aircraft operating limitations or flight data contained in the approved aircraft flight manual, those operating limitations or flight data are appropriately revised and set forth as prescribed in GACAR § 91.9."
46,43,A,43.9,A,General,"Persons Authorized To Approve Aircraft, Airframes, Aircraft Engines, Propellers,
Appliances, or Component Parts for Return to Service After Maintenance, Preventive
Maintenance, Rebuilding, or Alteration.","(a) Except as provided in this section, no person, other than the President, may approve an aircraft,
airframe, aircraft engine, propeller, appliance, or component part for return to service after it has
undergone maintenance, preventive maintenance, rebuilding, or alteration."
47,43,A,43.9,B,General,"Persons Authorized To Approve Aircraft, Airframes, Aircraft Engines, Propellers,
Appliances, or Component Parts for Return to Service After Maintenance, Preventive
Maintenance, Rebuilding, or Alteration.","(b) The holder of a mechanic certificate or an inspection authorization may approve an aircraft, airframe, aircraft engine, propeller, appliance, or component part for return to service as provided in GACAR Part 66."
48,43,A,43.9,C,General,"Persons Authorized To Approve Aircraft, Airframes, Aircraft Engines, Propellers,
Appliances, or Component Parts for Return to Service After Maintenance, Preventive
Maintenance, Rebuilding, or Alteration.","(c) The holder of a repair station certificate may approve an aircraft, airframe, aircraft engine, propeller, appliance, or component part for return to service as provided in GACAR Part 145."
49,43,A,43.9,D,General,"Persons Authorized To Approve Aircraft, Airframes, Aircraft Engines, Propellers,
Appliances, or Component Parts for Return to Service After Maintenance, Preventive
Maintenance, Rebuilding, or Alteration.","(d) A manufacturer may approve for return to service any aircraft, aircraft engine, propeller or appliance which that manufacturer has worked on under GACAR § 43.5(j). The work must have been done in accordance with technical data approved by the President."
50,43,A,43.9,E,General,"Persons Authorized To Approve Aircraft, Airframes, Aircraft Engines, Propellers,
Appliances, or Component Parts for Return to Service After Maintenance, Preventive
Maintenance, Rebuilding, or Alteration.","(e) The holder of an air operator certificate issued under GACAR Part 121 or 135, may approve an aircraft, airframe, aircraft engine, propeller, appliance, or component part for return to service as provided in GACAR Part 121 or 135, as applicable."
51,43,A,43.9,F,General,"Persons Authorized To Approve Aircraft, Airframes, Aircraft Engines, Propellers,
Appliances, or Component Parts for Return to Service After Maintenance, Preventive
Maintenance, Rebuilding, or Alteration.",(f) A person holding at least a private pilot certificate may approve an aircraft for return to service after performing preventive maintenance under the provisions of GACAR § 43.5(g).
52,43,A,43.9,G,General,"Persons Authorized To Approve Aircraft, Airframes, Aircraft Engines, Propellers,
Appliances, or Component Parts for Return to Service After Maintenance, Preventive
Maintenance, Rebuilding, or Alteration.","(g) The holder of a repairman certificate (light sport aircraft) with a maintenance rating may approve an aircraft issued a special airworthiness certificate in light sport category for return to service, as provided in GACAR Part 66."
53,43,A,43.9,H,General,"Persons Authorized To Approve Aircraft, Airframes, Aircraft Engines, Propellers,
Appliances, or Component Parts for Return to Service After Maintenance, Preventive
Maintenance, Rebuilding, or Alteration.",(h) The holder of at least a sport pilot certificate may approve an aircraft owned or operated by that pilot and issued a special airworthiness certificate in the light sport category for return to service after performing preventive maintenance under the provisions of GACAR § 43.5(g).
54,43,A,43.9,-,General,"Persons Authorized To Approve Aircraft, Airframes, Aircraft Engines, Propellers,
Appliances, or Component Parts for Return to Service After Maintenance, Preventive
Maintenance, Rebuilding, or Alteration.","(i) The holder of a one-time approval issued by the President may perform maintenance on and approve an aircraft, airframe, aircraft engine, propeller, appliance, or component part for return to service under its one-time approval."
55,43,A,43.11,A,General,"Content, Form, and Disposition of Maintenance, Preventive Maintenance, Rebuilding,
and Alteration Records (except inspections per formed in accordance with GACAR Part 91, Part
125, Part 133, GACAR §§ 135.239(a)(1) or 135.245)","(a) Maintenance record entries.
Except as provided in paragraphs (b) and (c) of this section, each person who maintains, performs preventive maintenance, rebuilds, or alters an aircraft, airframe, aircraft engine, propeller, appliance, or component part must make an entry in the maintenance record of that equipment containing the following information:"
56,43,A,43.11,-,General,"Content, Form, and Disposition of Maintenance, Preventive Maintenance, Rebuilding,
and Alteration Records (except inspections per formed in accordance with GACAR Part 91, Part
125, Part 133, GACAR §§ 135.239(a)(1) or 135.245)",(1) A description (or reference to data acceptable to the President) of work performed.
57,43,A,43.11,-,General,"Content, Form, and Disposition of Maintenance, Preventive Maintenance, Rebuilding,
and Alteration Records (except inspections per formed in accordance with GACAR Part 91, Part
125, Part 133, GACAR §§ 135.239(a)(1) or 135.245)",(2) The date of completion of the work performed.
58,43,A,43.11,-,General,"Content, Form, and Disposition of Maintenance, Preventive Maintenance, Rebuilding,
and Alteration Records (except inspections per formed in accordance with GACAR Part 91, Part
125, Part 133, GACAR §§ 135.239(a)(1) or 135.245)",(3) The name of the person performing the work if other than the person specified in paragraph (a) (4) of this section.
59,43,A,43.11,-,General,"Content, Form, and Disposition of Maintenance, Preventive Maintenance, Rebuilding,
and Alteration Records (except inspections per formed in accordance with GACAR Part 91, Part
125, Part 133, GACAR §§ 135.239(a)(1) or 135.245)","(4) If the work performed on the aircraft, airframe, aircraft engine, propeller, appliance, or
component part has been performed satisfactorily, the signature, certificate number, and kind of certificate held by the person approving the work. The signature constitutes the approval for return to service only for the work performed."
60,43,A,43.11,B,General,"Content, Form, and Disposition of Maintenance, Preventive Maintenance, Rebuilding,
and Alteration Records (except inspections per formed in accordance with GACAR Part 91, Part
125, Part 133, GACAR §§ 135.239(a)(1) or 135.245)","(b) Each holder of an air operator certificate or an operator certificate issued for operations under GACAR Part 121 or 135, which is required by its approved operations specifications to provide for a continuous airworthiness maintenance program, must make a record of the maintenance, preventive maintenance, rebuilding, and alteration on aircraft, airframes, aircraft engines, propellers, appliances, or component parts which it operates in accordance with the applicable provisions of GACAR Part 121 or 135, as appropriate."
61,43,A,43.11,C,General,"Content, Form, and Disposition of Maintenance, Preventive Maintenance, Rebuilding,
and Alteration Records (except inspections per formed in accordance with GACAR Part 91, Part
125, Part 133, GACAR §§ 135.239(a)(1) or 135.245)","(c) This section does not apply to persons performing inspections in accordance with GACAR Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1), or 135.245."
62,43,A,43.11,D,General,"Content, Form, and Disposition of Maintenance, Preventive Maintenance, Rebuilding,
and Alteration Records (except inspections per formed in accordance with GACAR Part 91, Part
125, Part 133, GACAR §§ 135.239(a)(1) or 135.245)","(d) In addition to the entry required by paragraph (a) of this section, major repairs and major alterations must be entered on a form, and the form disposed of, in the manner prescribed in Appendix B of this part, by the person performing the work."
63,43,A,43.13,A,General,Disposition of Life Limited Aircraft Parts.,(a) For the purposes of this section the following definitions apply.
64,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,"(1) Life limited part means any part for which a mandatory replacement limit is specified in the type design, the Instructions for Continued Airworthiness (ICA), or the maintenance manual."
65,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,"(2) Life status means the accumulated cycles, hours, or any other mandatory replacement limit of a life limited part."
66,43,A,43.13,B,General,Disposition of Life Limited Aircraft Parts.,"(b) Temporary removal of parts from type certificated products. When a life limited part is
temporarily removed and reinstalled for the purpose of performing maintenance, no disposition under paragraph (c) of this section is required if—"
67,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,(1) The life status of the part has not changed;
68,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,(2) The removal and reinstallation is performed on the same serial numbered product; and
69,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,(3) That product does not accumulate time in service while the part is removed.
70,43,A,43.13,C,General,Disposition of Life Limited Aircraft Parts.,"(c) Disposition of parts removed from type certificated products. Except as provided in paragraph (b) of this section, each person who removes a life limited part from a type certificated product must ensure the part is controlled using one of the methods in this paragraph. The method must deter the installation of the part after it has reached its life limit. Acceptable methods include:"
71,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,"(1) Record keeping system. The part may be controlled using a record keeping system that
substantiates the part number, serial number, and current life status of the part. Each time the part is removed from a type certificated product, the record must be updated with the current life status. This system may include electronic, paper, or other means of record keeping."
72,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,"(2) Tag or record attached to part. A tag or other record may be attached to the part. The tag or record must include the part number, serial number, and current life status of the part. Each time the part is removed from a type certificated product, either a new tag or record must be created, or the existing tag or record must be updated with the current life status."
73,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,"(3) Non-permanent marking. The part may be legibly marked using a non permanent method showing its current life status. The life status must be updated each time the part is removed from a type certificated product, or if the mark is removed, another method in this section may be used. The mark must be accomplished in accordance with the instructions under GACAR § 45.16 in order to maintain the integrity of the part."
74,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,"(4) Permanent marking. The part may be legibly marked using a permanent method showing its current life status. The life status must be updated each time the part is removed from a type certificated product. Unless the part is permanently removed from use on type certificated products, this permanent mark must be accomplished in accordance with the instructions under GACAR § 45.16 in order to maintain the integrity of the part."
75,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,"(5) Segregation. The part may be segregated using methods, which deter its installation on a type certificated product. These methods must include, at least—"
76,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,"(i) Maintaining a record of the part number, serial number, and current life status, and"
77,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,"(ii) Ensuring the part is physically stored separately from parts currently eligible for
installation."
78,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,(6) Mutilation. The part may be mutilated to deter its installation in a type certificated product. The mutilation must render the part beyond repair and incapable of being reworked to appear to be airworthy.
79,43,A,43.13,-,General,Disposition of Life Limited Aircraft Parts.,(7) Other methods. Any other method approved or accepted by the President.
80,43,A,43.13,D,General,Disposition of Life Limited Aircraft Parts.,"(d) Transfer of life limited parts. Each person who removes a life limited part from a type certificated product and later sells or otherwise transfers that part must transfer with the part the mark, tag, or other record used to comply with this section, unless the part is mutilated before it is sold or transferred."
81,43,A,43.15,A,General,"Content, Form, and Disposition of Records for Inspections Conducted Under GACAR
Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245.","(a) Maintenance record entries. The person approving or disapproving for return to service an aircraft, airframe, aircraft engine, propeller, appliance, or component part after any inspection performed in accordance with GACAR Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245, must make an entry in the maintenance record of that equipment containing the following information:"
82,43,A,43.15,-,General,"Content, Form, and Disposition of Records for Inspections Conducted Under GACAR
Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245.",(1) The type of inspection and a brief description of the extent of the inspection.
83,43,A,43.15,-,General,"Content, Form, and Disposition of Records for Inspections Conducted Under GACAR
Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245.",(2) The date of the inspection and aircraft total time in service.
84,43,A,43.15,-,General,"Content, Form, and Disposition of Records for Inspections Conducted Under GACAR
Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245.","(3) The signature, the certificate number, and kind of certificate held by the person approving or disapproving for return to service the aircraft, airframe, aircraft engine, propeller, appliance, component part, or portions thereof."
85,43,A,43.15,-,General,"Content, Form, and Disposition of Records for Inspections Conducted Under GACAR
Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245.","(4) Except for progressive inspections, if the aircraft is found to be airworthy and approved for return to service, the following or a similarly worded statement—“I certify that this aircraft has been inspected in accordance with (insert type) inspection and was determined to be in an airworthy condition.”"
86,43,A,43.15,-,General,"Content, Form, and Disposition of Records for Inspections Conducted Under GACAR
Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245.","(5) Except for progressive inspections, if the aircraft is not approved for return to service because of needed maintenance, noncompliance with applicable specifications, airworthiness directives, or other approved data, the following or a similarly worded statement—“I certify that this aircraft has been inspected in accordance with (insert type) inspection and a list of discrepancies and unairworthy items dated (date) has been provided for the aircraft owner or operator.”"
87,43,A,43.15,-,General,"Content, Form, and Disposition of Records for Inspections Conducted Under GACAR
Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245.","(6) For progressive inspections, the following or a similarly worded statement—“I certify that in accordance with a progressive inspection program, a routine inspection of (identify whether aircraft or components) and a detailed inspection of (identify components) were performed and the (aircraft or components) are (approved or disapproved) for return to service.” If disapproved, the entry must further state “and a list of discrepancies and unairworthy items dated (date) has been provided to the aircraft owner or operator.”"
88,43,A,43.15,-,General,"Content, Form, and Disposition of Records for Inspections Conducted Under GACAR
Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245.","(7) If an inspection is conducted under an inspection program provided for in GACAR Part 91, Part 125, Part 133 or GACAR § 135.239(a)(1), the entry must identify the inspection program, that part of the inspection program accomplished, and contain a statement that the inspection was performed in accordance with the inspections and procedures for that particular program."
89,43,A,43.15,B,General,"Content, Form, and Disposition of Records for Inspections Conducted Under GACAR
Part 91, Part 125, Part 133, GACAR §§ 135.239(a)(1) or 135.245.","(b) Listing of discrepancies and placards. If the person performing any inspection required by GACAR Part 91, Part 125, Part 133 or GACAR § 135.239(a)(1) finds the aircraft is not airworthy or does not meet the applicable type certificate data, airworthiness directives, or other approved data upon which its airworthiness depends, that person must give the owner or lessee a signed and dated list of those discrepancies. For those items permitted to be inoperative under GACAR § 91.309(d)(2), that person must place a placard, which meets the aircraft’s airworthiness certification regulations, on each inoperative instrument and the cockpit control of each item of inoperative equipment, marking it “Inoperative,” and must add the items to the signed and dated list of discrepancies given to the owner or lessee."
90,43,A,43.17,A,General,"Maintenance Records: Falsification, Reproduction, or Alteration",(a) No person may make or cause to be made—
91,43,A,43.17,-,General,"Maintenance Records: Falsification, Reproduction, or Alteration","(1) Any fraudulent or intentionally false entry in any record or report required to be made, kept, or used to show compliance with any requirement under this part;"
92,43,A,43.17,-,General,"Maintenance Records: Falsification, Reproduction, or Alteration","(2) Any reproduction, for fraudulent purpose, of any record or report under this part; or"
93,43,A,43.17,-,General,"Maintenance Records: Falsification, Reproduction, or Alteration","(3) Any alteration, for fraudulent purpose, of any record or report under this part."
94,43,A,43.17,B,General,"Maintenance Records: Falsification, Reproduction, or Alteration","(b) The commission by any person of an act prohibited under paragraph (a) of this section is a basis for suspending or revoking the applicable airman, operator, SATSOA or SAPMA issued by the President and held by that person."
95,43,A,43.19,A,General,Performance Rules (General),"(a) Each person performing maintenance, alteration, or preventive maintenance on an aircraft, engine, propeller, or appliance must use the methods, techniques, and practices prescribed in the current manufacturer’s maintenance manual or ICA prepared by its manufacturer, or other methods, techniques, and practices acceptable to the President, except as noted in GACAR § 43.25. He must use the tools, equipment, and test apparatus necessary to assure completion of the work in accordance with accepted industry practices. If special equipment or test apparatus is recommended by the manufacturer involved, he must use that equipment or apparatus or its equivalent acceptable to
the President."
96,43,A,43.19,B,General,Performance Rules (General),"(b) Each person maintaining or altering, or performing preventive maintenance, must do that work in such a manner and use materials of such a quality, that the condition of the aircraft, airframe, aircraft engine, propeller, or appliance worked on will be at least equal to its original or properly altered condition (with regard to aerodynamic function, structural strength, resistance to vibration and deterioration, and other qualities affecting airworthiness)."
97,43,A,43.19,C,General,Performance Rules (General),"(c) Special provisions for holders of air operator certificates and operator certificates issued for operations under the provisions of GACAR Part 121 or 135. Unless otherwise notified by the President, the methods, techniques, and practices contained in the maintenance manual or the maintenance part of the manual of the holder of an air operator certificate under GACAR Parts 121 or 135,that is required by its operating specifications to provide a continuous airworthiness maintenance and inspection program, constitute acceptable means of compliance with this section"
98,43,A,43.21,A,General,Additional Performance Rules for Alterations and Repairs,(a) Each person performing an alteration or repair must perform the alteration or repair in accordance with approved data.
99,43,A,43.21,B,General,Additional Performance Rules for Alterations and Repairs,"(b) Each person performing a major alteration or major repair as established in accordance with Appendix A of this part, must record the major alteration or major repair in accordance with the provisions of Appendix B of this part."
100,43,A,43.23,A,General,Additional Performance Rules for Inspections.,"(a) General. Each person performing an inspection required by GACAR Part 91, 125, 133, or 135, must—"
101,43,A,43.23,-,General,Additional Performance Rules for Inspections.,"(1) Perform the inspection so as to determine whether the aircraft, or portion(s) thereof under inspection, meets all applicable airworthiness requirements; and"
102,43,A,43.23,-,General,Additional Performance Rules for Inspections.,"(2) If the inspection is one provided for in GACAR Part 125, 133, 135, or GACAR § 91.449(e), perform the inspection in accordance with the instructions and procedures set forth in the inspection program for the aircraft being inspected."
103,43,A,43.23,B,General,Additional Performance Rules for Inspections.,(b) Rotorcraft. Each person performing an inspection required by GACAR Part 91 on a rotorcraft must inspect the following systems in accordance with the maintenance manual or ICA of the manufacturer concerned:
104,43,A,43.23,-,General,Additional Performance Rules for Inspections.,(1) The drive shafts or similar systems.
105,43,A,43.23,-,General,Additional Performance Rules for Inspections.,(2) The main rotor transmission gear box for obvious defects.
106,43,A,43.23,-,General,Additional Performance Rules for Inspections.,(3) The main rotor and center section (or the equivalent area).
107,43,A,43.23,-,General,Additional Performance Rules for Inspections.,(4) The auxiliary rotor on helicopters.
108,43,A,43.23,C,General,Additional Performance Rules for Inspections.,(c) Annual and 100 hour inspections.
109,43,A,43.23,-,General,Additional Performance Rules for Inspections.,"(1) Each person performing an annual or 100 hour inspection must use a checklist while
performing the inspection. The checklist may be of the person’s own design, one provided by the manufacturer of the equipment being inspected, or one obtained from another source. This checklist must include the scope and detail of the items contained in Appendix D of this part and paragraph (b) of this section."
110,43,A,43.23,-,General,Additional Performance Rules for Inspections.,(2) Each person before approving a reciprocating engine powered aircraft for return to service after an annual or 100 hour inspection must run the aircraft engine or engines to determine satisfactory performance in accordance with the manufacturer’s recommendations of—
111,43,A,43.23,-,General,Additional Performance Rules for Inspections.,(i) Power output (static and idle rpm);
112,43,A,43.23,-,General,Additional Performance Rules for Inspections.,(ii) Magnetos;
113,43,A,43.23,-,General,Additional Performance Rules for Inspections.,(iii) Fuel and oil pressure; and
114,43,A,43.23,-,General,Additional Performance Rules for Inspections.,(iv) Cylinder and oil temperature.
115,43,A,43.23,-,General,Additional Performance Rules for Inspections.,"(3) Each person before approving a turbine engine powered aircraft for return to service after an annual, 100 hour, or progressive inspection must run the aircraft engine or engines to determine satisfactory performance in accordance with the manufacturer’s recommendations."
116,43,A,43.23,D,General,Additional Performance Rules for Inspections.,(d) Progressive inspection.
117,43,A,43.23,-,General,Additional Performance Rules for Inspections.,"(1) Each person performing a progressive inspection must begin by inspecting the aircraft
completely. After this initial inspection, routine and detailed inspections must be conducted as prescribed in the progressive inspection schedule. Routine inspections consist of visual examination or check of the appliances, the aircraft, and its components and systems, insofar as practicable without disassembly. Detailed inspections consist of a thorough examination of the appliances, the aircraft, and its components and systems, with such disassembly as is necessary. For the purposes of this subparagraph, the overhaul of a component or system is considered a detailed inspection."
